,Station / Province,Province,,,,,,Station / Province,Province,,,,Eastern Cape,,,Joza,Eastern Cape,,,,,,,,,CLUSTER,PROVINCE,,Cluster,,,,Murder,,,Murder,,,,CLUSTER,PROVINCE,,,,,,,,,,Province,Cluster,Station,,Province,Cluster,Station
,Douglasdale,Gauteng,,,Hammanskraal,,,Hammanskraal,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Temba Cc,Hammanskraal,,Gauteng,Temba Cc,Hammanskraal
,Dube,Gauteng,,,Hammarsdale,,,Hammarsdale,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pinetown Cc,Hammarsdale,,Kwazulu/Natal,Pinetown Cc,Hammarsdale
,Duduza,Gauteng,,,Hankey,,,Hankey,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Hankey,,Eastern Cape,Humansdorp Cc,Hankey
,Dunnottar,Gauteng,,,Hanover,,,Hanover,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,De Aar Cc,Hanover,,Northern Cape,De Aar Cc,Hanover
,Edenpark,Gauteng,,,Harare,,,Harare,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Khayelitsha Cc,Harare,,Western Cape,Khayelitsha Cc,Harare
,Edenvale,Gauteng,,,Harburg,,,Harburg,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,Harburg,,Kwazulu/Natal,Pietermaritzburg Cc,Harburg
,Eersterust,Gauteng,,,Harding,,,Harding,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kokstad Cc,Harding,,Kwazulu/Natal,Kokstad Cc,Harding
,Ekangala,Gauteng,,,Harrismith,,,Harrismith,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Phuthaditjhaba Cc,Harrismith,,Free State,Phuthaditjhaba Cc,Harrismith
,Eldorado Park,Gauteng,,,Hartbeesfontein,,,Hartbeesfontein,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Klerksdorp Cc,Hartbeesfontein,,North West,Klerksdorp Cc,Hartbeesfontein
,Elsburg,Gauteng,,,Hartbeespoortdam,,,Hartbeespoortdam,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Brits Cc,Hartbeespoortdam,,North West,Brits Cc,Hartbeespoortdam
,Ennerdale,Gauteng,,,Hartebeeskop,,,Hartebeeskop,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Elukwatini Cc,Hartebeeskop,,Mpumalanga,Elukwatini Cc,Hartebeeskop
,Erasmia,Gauteng,,,Hartswater,,,Hartswater,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Hartswater Cc,Hartswater,,Northern Cape,Hartswater Cc,Hartswater
,Etwatwa,Gauteng,,,Hattingspruit,,,Hattingspruit,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Dundee Cc,Hattingspruit,,Kwazulu/Natal,Dundee Cc,Hattingspruit
,Evaton,Gauteng,,,Hazyview,,,Hazyview,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Acornhoek Cc,Hazyview,,Mpumalanga,Acornhoek Cc,Hazyview
,Fairland,Gauteng,,,Healdtown,,,Healdtown,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Alice Cc,Healdtown,,Eastern Cape,Alice Cc,Healdtown
,Florida,Gauteng,,,Hebron,,,Hebron,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Mmakau Cc,Hebron,,North West,Mmakau Cc,Hebron
,Fochville,Gauteng,,,Heidedal,,,Heidedal,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Mangaung Cc,Heidedal,,Free State,Mangaung Cc,Heidedal
,Ga-Rankuwa,Gauteng,,,Heidelberg (Gp),,,Heidelberg (Gp),Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Vereeniging Cc,Heidelberg (Gp),,Gauteng,Vereeniging Cc,Heidelberg (Gp)
,Garsfontein,Gauteng,,,Heidelberg(C),,,Heidelberg(C),Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Da Gamaskop Cc,Heidelberg(C),,Western Cape,Da Gamaskop Cc,Heidelberg(C)
,Germiston,Gauteng,,,Heilbron,,,Heilbron,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Tumahole Cc,Heilbron,,Free State,Tumahole Cc,Heilbron
,Hammanskraal,Gauteng,,,Hekpoort,,,Hekpoort,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Krugersdorp Cc,Hekpoort,,Gauteng,Krugersdorp Cc,Hekpoort
,Heidelberg (Gp),Gauteng,,,Helpmekaar,,,Helpmekaar,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Dundee Cc,Helpmekaar,,Kwazulu/Natal,Dundee Cc,Helpmekaar
,Hekpoort,Gauteng,,,Henderson,,,Henderson,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Whittlesea Cc,Henderson,,Eastern Cape,Whittlesea Cc,Henderson
,Hercules,Gauteng,,,Hendrina,,,Hendrina,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Middelburg Cc,Hendrina,,Mpumalanga,Middelburg Cc,Hendrina
,Hillbrow,Gauteng,,,Hennenman,,,Hennenman,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Thabong Cc,Hennenman,,Free State,Thabong Cc,Hennenman
,Honeydew,Gauteng,,,Hercules,,,Hercules,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Pretoria Central Cc,Hercules,,Gauteng,Pretoria Central Cc,Hercules
,Ivory Park,Gauteng,,,Hermanus,,,Hermanus,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Hermanus Cc,Hermanus,,Western Cape,Hermanus Cc,Hermanus
,Jabulani,Gauteng,,,Hertzogville,,,Hertzogville,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Bultfontein Cc,Hertzogville,,Free State,Bultfontein Cc,Hertzogville
,Jeppe,Gauteng,,,Heuningspruit,,,Heuningspruit,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Kroonstad Cc,Heuningspruit,,Free State,Kroonstad Cc,Heuningspruit
,Jhb Central,Gauteng,,,Heuningvlei,,,Heuningvlei,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kuruman Cc,Heuningvlei,,Northern Cape,Kuruman Cc,Heuningvlei
,Kagiso,Gauteng,,,Hibberdene,,,Hibberdene,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Hibberdene,,Kwazulu/Natal,Port Shepstone Cc,Hibberdene
,Kameeldrift,Gauteng,,,Highflats,,,Highflats,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Highflats,,Kwazulu/Natal,Port Shepstone Cc,Highflats
,Katlehong,Gauteng,,,Hillbrow,,,Hillbrow,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Hillbrow Cc,Hillbrow,,Gauteng,Hillbrow Cc,Hillbrow
,Katlehong North,Gauteng,,,Hillcrest,,,Hillcrest,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pinetown Cc,Hillcrest,,Kwazulu/Natal,Pinetown Cc,Hillcrest
,Kempton Park,Gauteng,,,Hilton-Kzn,,,Hilton-Kzn,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pietermaritzburg Cc,Hilton-Kzn,,Kwazulu/Natal,Pietermaritzburg Cc,Hilton-Kzn
,Khutsong,Gauteng,,,Himeville,,,Himeville,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Plessislaer Cc,Himeville,,Kwazulu/Natal,Plessislaer Cc,Himeville
,Kliprivier,Gauteng,,,Hlababomvu,,,Hlababomvu,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Port St Johns Cc,Hlababomvu,,Eastern Cape,Port St Johns Cc,Hlababomvu
,Kliptown,Gauteng,,,Hlabisa,,,Hlabisa,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Ulundi Cc,Hlabisa,,Kwazulu/Natal,Ulundi Cc,Hlabisa
,Krugersdorp,Gauteng,,,Hlanganani,,,Hlanganani,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Giyani Cc,Hlanganani,,Limpopo,Giyani Cc,Hlanganani
,Kwa Thema,Gauteng,,,Hlobane,,,Hlobane,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Vryheid Cc,Hlobane,,Kwazulu/Natal,Vryheid Cc,Hlobane
,Langlaagte,Gauteng,,,Hlogotlou,,,Hlogotlou,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Groblersdal Cc,Hlogotlou,,Limpopo,Groblersdal Cc,Hlogotlou
,Laudium,Gauteng,,,Hluhluwe,,,Hluhluwe,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwamsane Cc,Hluhluwe,,Kwazulu/Natal,Kwamsane Cc,Hluhluwe
,Lenasia,Gauteng,,,Hobhouse,,,Hobhouse,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Ladybrand Cc,Hobhouse,,Free State,Ladybrand Cc,Hobhouse
,Lenasia South,Gauteng,,,Hoedspruit,,,Hoedspruit,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Phalaborwa Cc,Hoedspruit,,Limpopo,Phalaborwa Cc,Hoedspruit
,Linden,Gauteng,,,Hofmeyr,,,Hofmeyr,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Cradock Cc,Hofmeyr,,Eastern Cape,Cradock Cc,Hofmeyr
,Loate,Gauteng,,,Hogsback,,,Hogsback,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Alice Cc,Hogsback,,Eastern Cape,Alice Cc,Hogsback
,Lyttelton,Gauteng,,,Hondeklip Bay,,,Hondeklip Bay,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Springbok Cc,Hondeklip Bay,,Northern Cape,Springbok Cc,Hondeklip Bay
,Mabopane,Gauteng,,,Honeydew,,,Honeydew,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Honeydew Cc,Honeydew,,Gauteng,Honeydew Cc,Honeydew
,Magaliesburg,Gauteng,,,Hoopdal,,,Hoopdal,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Thabazimbi Cc,Hoopdal,,Limpopo,Thabazimbi Cc,Hoopdal
,Mamelodi,Gauteng,,,Hoopstad,,,Hoopstad,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Bultfontein Cc,Hoopstad,,Free State,Bultfontein Cc,Hoopstad
,Mamelodi East,Gauteng,,,Hopefield,,,Hopefield,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Vredenburg Cc,Hopefield,,Western Cape,Vredenburg Cc,Hopefield
,Meadowlands,Gauteng,,,Hopetown,,,Hopetown,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Hopetown Cc,Hopetown,,Northern Cape,Hopetown Cc,Hopetown
,Meyerton,Gauteng,,,Hout Bay,,,Hout Bay,Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape,Muizenberg Cc,Hout Bay,,Western Cape,Muizenberg Cc,Hout Bay
,Midrand,Gauteng,,,Howick,,,Howick,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Howick Cc,Howick,,Kwazulu/Natal,Howick Cc,Howick
,Moffatview,Gauteng,,,Huhudi,,,Huhudi,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Vryburg Cc,Huhudi,,North West,Vryburg Cc,Huhudi
,Mondeor,Gauteng,,,Humansdorp,,,Humansdorp,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Humansdorp,,Eastern Cape,Humansdorp Cc,Humansdorp
,Moroka,Gauteng,,,Humewood,,,Humewood,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Road Cc,Humewood,,Eastern Cape,Mount Road Cc,Humewood
,Muldersdrift,Gauteng,,,Ibisi,,,Ibisi,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kokstad Cc,Ibisi,,Kwazulu/Natal,Kokstad Cc,Ibisi
,Naledi,Gauteng,,,Ida,,,Ida,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Elliot Cc,Ida,,Eastern Cape,Elliot Cc,Ida
,Nigel,Gauteng,,,Ikageng,,,Ikageng,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Potchefstroom Cc,Ikageng,,North West,Potchefstroom Cc,Ikageng
,Norkempark,Gauteng,,,Ikamvelihle,,,Ikamvelihle,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Motherwell Cc,Ikamvelihle,,Eastern Cape,Motherwell Cc,Ikamvelihle
,Norwood,Gauteng,,,Ilinge,,,Ilinge,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Queenstown Cc,Ilinge,,Eastern Cape,Queenstown Cc,Ilinge
,Olievenhoutbosch,Gauteng,,,Impendle,,,Impendle,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Howick Cc,Impendle,,Kwazulu/Natal,Howick Cc,Impendle
,Olifantsfontein,Gauteng,,,Inanda,,,Inanda,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Inanda Cc,Inanda,,Kwazulu/Natal,Inanda Cc,Inanda
,Or Tambo Intern Airp,Gauteng,,,Inchanga,,,Inchanga,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Pinetown Cc,Inchanga,,Kwazulu/Natal,Pinetown Cc,Inchanga
,Orange Farms,Gauteng,,,Indwe,,,Indwe,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Elliot Cc,Indwe,,Eastern Cape,Elliot Cc,Indwe
,Orlando,Gauteng,,,Ingogo,,,Ingogo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Newcastle Cc,Ingogo,,Kwazulu/Natal,Newcastle Cc,Ingogo
,Parkview,Gauteng,,,Ingwavuma,,,Ingwavuma,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Jozini Cc,Ingwavuma,,Kwazulu/Natal,Jozini Cc,Ingwavuma
,Pretoria Central,Gauteng,,,Int Airp King Shaka,,,Int Airp King Shaka,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kwazulu-Natal: Ports Of Entry: Air,Int Airp King Shaka,,Kwazulu/Natal,Kwazulu-Natal: Ports Of Entry: Air,Int Airp King Shaka
,Pretoria Moot,Gauteng,,,Intsikeni,,,Intsikeni,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Kokstad Cc,Intsikeni,,Kwazulu/Natal,Kokstad Cc,Intsikeni
,Pretoria North,Gauteng,,,Inyibiba,,,Inyibiba,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mdantsane Cc,Inyibiba,,Eastern Cape,Mdantsane Cc,Inyibiba
,Pretoria West,Gauteng,,,Ipelegeng,,,Ipelegeng,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Wolmaransstad Cc,Ipelegeng,,North West,Wolmaransstad Cc,Ipelegeng
,Primrose,Gauteng,,,Isipingo,,,Isipingo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Umlazi Cc,Isipingo,,Kwazulu/Natal,Umlazi Cc,Isipingo
,Protea Glen,Gauteng,,,Itsoseng,,,Itsoseng,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Lichtenburg Cc,Itsoseng,,North West,Lichtenburg Cc,Itsoseng
,Putfontein,Gauteng,,,Ivory Park,,,Ivory Park,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Tembisa Cc,Ivory Park,,Gauteng,Tembisa Cc,Ivory Park
,Rabie Ridge,Gauteng,,,Ixopo,,,Ixopo,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Port Shepstone Cc,Ixopo,,Kwazulu/Natal,Port Shepstone Cc,Ixopo
,Randburg,Gauteng,,,Jabulani,,,Jabulani,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Moroka Cc,Jabulani,,Gauteng,Moroka Cc,Jabulani
,Randfontein,Gauteng,,,Jacobsdal,,,Jacobsdal,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Koffiefontein Cc,Jacobsdal,,Free State,Koffiefontein Cc,Jacobsdal
,Ratanda,Gauteng,,,Jagersfontein,,,Jagersfontein,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Trompsburg Cc,Jagersfontein,,Free State,Trompsburg Cc,Jagersfontein
,Reigerpark,Gauteng,,,Jamestown,,,Jamestown,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Aliwal North Cc,Jamestown,,Eastern Cape,Aliwal North Cc,Jamestown
,Rietgat,Gauteng,,,Jan Kempdorp,,,Jan Kempdorp,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Hartswater Cc,Jan Kempdorp,,Northern Cape,Hartswater Cc,Jan Kempdorp
,Roodepoort,Gauteng,,,Jane Furse,,,Jane Furse,Limpopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limpopo,Lebowakgomo Cc,Jane Furse,,Limpopo,Lebowakgomo Cc,Jane Furse
,Rosebank,Gauteng,,,Jansenville,,,Jansenville,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Graaff-Reinet Cc,Jansenville,,Eastern Cape,Graaff-Reinet Cc,Jansenville
,Sandringham,Gauteng,,,Jeffreys Bay,,,Jeffreys Bay,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Jeffreys Bay,,Eastern Cape,Humansdorp Cc,Jeffreys Bay
,Sandton,Gauteng,,,Jeppe,,,Jeppe,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Hillbrow Cc,Jeppe,,Gauteng,Hillbrow Cc,Jeppe
,Sebenza,Gauteng,,,Jericho,,,Jericho,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Brits Cc,Jericho,,North West,Brits Cc,Jericho
,Sebokeng,Gauteng,,,Jhb Central,,,Jhb Central,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Jhb Central Cc,Jhb Central,,Gauteng,Jhb Central Cc,Jhb Central
,Sharpeville,Gauteng,,,Joubertina,,,Joubertina,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Joubertina,,Eastern Cape,Humansdorp Cc,Joubertina
,Silverton,Gauteng,,,Jouberton,,,Jouberton,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Klerksdorp Cc,Jouberton,,North West,Klerksdorp Cc,Jouberton
,Sinoville,Gauteng,,,Joza,,,Joza,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Grahamstown Cc,Joza,,Eastern Cape,Grahamstown Cc,Joza
,Sophia Town,Gauteng,,,Jozini,,,Jozini,Kwazulu/Natal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwazulu/Natal,Jozini Cc,Jozini,,Kwazulu/Natal,Jozini Cc,Jozini
,Soshanguve,Gauteng,,,Kaapmuiden,,,Kaapmuiden,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Tonga Cc,Kaapmuiden,,Mpumalanga,Tonga Cc,Kaapmuiden
,Springs,Gauteng,,,Kabega Park,,,Kabega Park,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Road Cc,Kabega Park,,Eastern Cape,Mount Road Cc,Kabega Park
,Sunnyside,Gauteng,,,Kabokweni,,,Kabokweni,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Pienaar Cc,Kabokweni,,Mpumalanga,Pienaar Cc,Kabokweni
,Tarlton,Gauteng,,,Kagisanong,,,Kagisanong,Free State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free State,Mangaung Cc,Kagisanong,,Free State,Mangaung Cc,Kagisanong
,Temba,Gauteng,,,Kagisho,,,Kagisho,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Galeshewe Cc,Kagisho,,Northern Cape,Galeshewe Cc,Kagisho
,Tembisa,Gauteng,,,Kagiso,,,Kagiso,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Krugersdorp Cc,Kagiso,,Gauteng,Krugersdorp Cc,Kagiso
,Tembisa South,Gauteng,,,Kakamas,,,Kakamas,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kakamas Cc,Kakamas,,Northern Cape,Kakamas Cc,Kakamas
,The Barrage,Gauteng,,,Kameeldrift,,,Kameeldrift,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Mamelodi Cc,Kameeldrift,,Gauteng,Mamelodi Cc,Kameeldrift
,Tokoza,Gauteng,,,Kamesh,,,Kamesh,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Uitenhage Cc,Kamesh,,Eastern Cape,Uitenhage Cc,Kamesh
,Tsakane,Gauteng,,,Kamieskroon,,,Kamieskroon,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Springbok Cc,Kamieskroon,,Northern Cape,Springbok Cc,Kamieskroon
,Vaal Marina,Gauteng,,,Kanana,,,Kanana,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North West,Klerksdorp Cc,Kanana,,North West,Klerksdorp Cc,Kanana
,Vanderbijlpark,Gauteng,,,Kanoneiland,,,Kanoneiland,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Upington Cc,Kanoneiland,,Northern Cape,Upington Cc,Kanoneiland
,Vereeniging,Gauteng,,,Kanyamazane,,,Kanyamazane,Mpumalanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalanga,Pienaar Cc,Kanyamazane,,Mpumalanga,Pienaar Cc,Kanyamazane
,Villieria,Gauteng,,,Kareedouw,,,Kareedouw,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Humansdorp Cc,Kareedouw,,Eastern Cape,Humansdorp Cc,Kareedouw
,Vosloorus,Gauteng,,,Kathu,,,Kathu,Northern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Cape,Kathu Cc,Kathu,,Northern Cape,Kathu Cc,Kathu
,Wedela,Gauteng,,,Katkop,,,Katkop,Eastern Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Mount Fletcher Cc,Katkop,,Eastern Cape,Mount Fletcher Cc,Katkop
,Welbekend,Gauteng,,,Katlehong,,,Katlehong,Gauteng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,Katlehong Cc,Katlehong,,Gauteng,Katlehong Cc,Katlehong
